timestamp,user_id,session_id,event_name,platform,channel,campaign,country,plan,trial_days,revenue,cancel_reason
2025-12-19T08:31:00+09:00,p200029,tANF9WVAA,app_open,ios,paid_social,tiktok_habit,KR,,,,
2025-12-19T08:37:00+09:00,p200029,t5UNHM34N,join_challenge,ios,paid_social,tiktok_habit,KR,,,,
2025-12-19T08:39:00+09:00,p200029,t9BNOZBYB,view_stats,ios,paid_social,tiktok_habit,KR,,,,
2025-12-19T09:29:00+09:00,p200132,t4FOKTVAE,app_open,android,paid_social,meta_newyear,KR,free,,,
2025-12-19T09:30:00+09:00,p200132,t4FOKTVAE,signup,android,paid_social,meta_newyear,KR,free,,,
2025-12-19T09:34:00+09:00,p200132,t4FOKTVAE,onboarding_complete,android,paid_social,meta_newyear,KR,free,,,
2025-12-19T09:44:00+09:00,p200132,t4FOKTVAE,start_trial,android,paid_social,meta_newyear,KR,trial,7,,
2025-12-19T11:24:00+09:00,p200045,t6RHDLIN7,app_open,ios,organic,(none),KR,free,,,
2025-12-19T11:26:00+09:00,p200045,t6RHDLIN7,signup,ios,organic,(none),KR,free,,,
2025-12-19T11:36:00+09:00,p200045,t6RHDLIN7,onboarding_complete,ios,organic,(none),KR,free,,,
2025-12-19T11:45:00+09:00,p200045,t6RHDLIN7,start_trial,ios,organic,(none),KR,trial,7,,
2025-12-19T12:33:00+09:00,p200002,t1MEYYV6N,app_open,android,paid_social,tiktok_habit,KR,,,,
2025-12-19T12:37:00+09:00,p200002,t4LIN30G3,share_progress,android,paid_social,tiktok_habit,KR,,,,
2025-12-19T12:53:00+09:00,p200096,tV42086IP,app_open,ios,content,podcast,KR,,,,
2025-12-19T12:55:00+09:00,p200062,t4MA2FV6X,app_open,ios,referral,friend_pass,KR,free,,,
2025-12-19T12:58:00+09:00,p200062,t4MA2FV6X,signup,ios,referral,friend_pass,KR,free,,,
2025-12-19T13:00:00+09:00,p200096,tQCM9IYRW,share_progress,ios,content,podcast,KR,,,,
2025-12-19T13:05:00+09:00,p200062,t4MA2FV6X,onboarding_complete,ios,referral,friend_pass,KR,free,,,
2025-12-19T13:22:00+09:00,p200223,tVL9BVT5Z,app_open,android,paid_social,tiktok_habit,KR,free,,,
2025-12-19T13:26:00+09:00,p200223,tVL9BVT5Z,signup,android,paid_social,tiktok_habit,KR,free,,,
2025-12-19T13:37:00+09:00,p200223,tVL9BVT5Z,onboarding_complete,android,paid_social,tiktok_habit,KR,free,,,
2025-12-19T13:40:00+09:00,p200223,tVL9BVT5Z,start_trial,android,paid_social,tiktok_habit,KR,trial,14,,
2025-12-19T14:11:00+09:00,p200272,tTYL4YJ0B,app_open,ios,referral,family_pack,KR,free,,,
2025-12-19T14:12:00+09:00,p200272,tTYL4YJ0B,signup,ios,referral,family_pack,KR,free,,,
2025-12-19T14:18:00+09:00,p200272,tTYL4YJ0B,onboarding_complete,ios,referral,family_pack,KR,free,,,
2025-12-19T14:26:00+09:00,p200272,tTYL4YJ0B,start_trial,ios,referral,family_pack,KR,trial,7,,
2025-12-19T16:38:00+09:00,p200229,tQKLF2DOF,app_open,ios,content,newsletter,KR,,,,
2025-12-19T16:39:00+09:00,p200229,tXM805TS9,set_reminder,ios,content,newsletter,KR,,,,
2025-12-19T16:52:00+09:00,p200088,tZQ4TVM34,app_open,android,organic,(none),KR,free,,,
2025-12-19T16:56:00+09:00,p200088,tZQ4TVM34,signup,android,organic,(none),KR,free,,,
2025-12-19T20:22:00+09:00,p200055,t2UI7CMLF,app_open,ios,organic,(none),KR,,,,
2025-12-19T20:24:00+09:00,p200055,tZ764FPZP,share_progress,ios,organic,(none),KR,,,,
2025-12-19T20:42:00+09:00,p200093,tN6M59F52,app_open,ios,referral,friend_pass,KR,free,,,
2025-12-19T20:45:00+09:00,p200093,tN6M59F52,signup,ios,referral,friend_pass,KR,free,,,
2025-12-19T21:00:00+09:00,p200093,tN6M59F52,onboarding_complete,ios,referral,friend_pass,KR,free,,,
2025-12-19T21:09:00+09:00,p200093,tN6M59F52,start_trial,ios,referral,friend_pass,KR,trial,7,,
2025-12-19T21:22:00+09:00,p200160,tUII5DF4S,app_open,ios,paid_social,meta_newyear,KR,free,,,
2025-12-19T21:24:00+09:00,p200160,tUII5DF4S,signup,ios,paid_social,meta_newyear,KR,free,,,
2025-12-19T21:42:00+09:00,p200241,tPU5T23QI,app_open,android,paid_social,meta_newyear,KR,free,,,
2025-12-19T21:48:00+09:00,p200241,tPU5T23QI,signup,android,paid_social,meta_newyear,KR,free,,,
2025-12-19T21:59:00+09:00,p200241,tPU5T23QI,onboarding_complete,android,paid_social,meta_newyear,KR,free,,,
2025-12-19T22:05:00+09:00,p200241,tPU5T23QI,start_trial,android,paid_social,meta_newyear,KR,trial,7,,
2025-12-19T22:22:00+09:00,p200174,tTRUV4GY6,app_open,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-19T22:23:00+09:00,p200174,tTRUV4GY6,signup,ios,paid_social,youtube_shorts,KR,free,,,
2025-12-19T22:44:00+09:00,p200185,tB5C9FV0N,app_open,android,referral,friend_pass,KR,free,,,
2025-12-19T22:47:00+09:00,p200185,tB5C9FV0N,signup,android,referral,friend_pass,KR,free,,,
2025-12-19T22:51:00+09:00,p200071,tZ4TLPOIL,app_open,android,content,blog_seo,KR,free,,,
2025-12-19T22:53:00+09:00,p200071,tZ4TLPOIL,signup,android,content,blog_seo,KR,free,,,
2025-12-19T22:53:00+09:00,p200185,tB5C9FV0N,onboarding_complete,android,referral,friend_pass,KR,free,,,
2025-12-19T22:57:00+09:00,p200071,tZ4TLPOIL,onboarding_complete,android,content,blog_seo,KR,free,,,
2025-12-20T02:34:00+09:00,p200150,tQC7ZRM9C,app_open,ios,paid_social,youtube_shorts,KR,,,,
2025-12-20T02:39:00+09:00,p200150,tC2KA3S5A,view_stats,ios,paid_social,youtube_shorts,KR,,,,
2025-12-20T02:40:00+09:00,p200150,t82AL18X6,view_stats,ios,paid_social,youtube_shorts,KR,,,,
2025-12-20T08:41:00+09:00,p200047,tLANCRRE6,app_open,android,paid_social,tiktok_habit,KR,,,,
2025-12-20T08:42:00+09:00,p200047,tWDPTFEF4,set_reminder,android,paid_social,tiktok_habit,KR,,,,
2025-12-20T12:57:00+09:00,p200235,tMTA99YW1,app_open,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-20T13:00:00+09:00,p200235,tMTA99YW1,signup,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-20T13:10:00+09:00,p200235,tMTA99YW1,onboarding_complete,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-20T13:13:00+09:00,p200235,tMTA99YW1,start_trial,ios,paid_social,tiktok_habit,KR,trial,14,,
2025-12-20T15:31:00+09:00,p200135,tO65VQSDK,app_open,android,organic,(none),KR,free,,,
2025-12-20T15:32:00+09:00,p200135,tO65VQSDK,signup,android,organic,(none),KR,free,,,
2025-12-20T17:22:00+09:00,p200163,tEFAW1VMR,app_open,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-20T17:25:00+09:00,p200163,tEFAW1VMR,signup,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-20T17:27:00+09:00,p200212,tJM98UKV4,app_open,android,organic,(none),KR,free,,,
2025-12-20T17:29:00+09:00,p200212,tJM98UKV4,signup,android,organic,(none),KR,free,,,
2025-12-20T17:36:00+09:00,p200212,tJM98UKV4,onboarding_complete,android,organic,(none),KR,free,,,
2025-12-20T17:40:00+09:00,p200163,tEFAW1VMR,onboarding_complete,ios,paid_social,tiktok_habit,KR,free,,,
2025-12-20T17:46:00+09:00,p200163,tEFAW1VMR,start_trial,ios,paid_social,tiktok_habit,KR,trial,7,,
2025-12-20T18:00:00+09:00,p200216,tAE9198JR,app_open,ios,organic,(none),KR,free,,,
2025-12-20T18:06:00+09:00,p200216,tAE9198JR,signup,ios,organic,(none),KR,free,,,
2025-12-20T18:20:00+09:00,p200216,tAE9198JR,onboarding_complete,ios,organic,(none),KR,free,,,
2025-12-20T20:34:00+09:00,p200126,tJ1CEOOG7,app_open,ios,content,podcast,KR,,,,
2025-12-20T20:35:00+09:00,p200126,t4H4UUP49,join_challenge,ios,content,podcast,KR,,,,
2025-12-20T21:44:00+09:00,p200070,t3CSWV9JK,app_open,android,organic,(none),KR,,,,
2025-12-20T21:51:00+09:00,p200070,tZOJLSQCG,view_stats,android,organic,(none),KR,,,,
2025-12-20T22:50:00+09:00,p200042,tQ4HT52HP,app_open,ios,paid_social,youtube_shorts,KR,,,,
2025-12-20T22:56:00+09:00,p200042,tC6T5YCMF,share_progress,ios,paid_social,youtube_shorts,KR,,,,
2025-12-21T02:34:00+09:00,p200055,t637LZ5Z1,app_open,ios,organic,(none),KR,,,,
2025-12-21T02:42:00+09:00,p200055,t9U5BGRRJ,view_stats,ios,organic,(none),KR,,,,
2025-12-21T03:40:00+09:00,p200217,tFAM6SY30,app_open,ios,referral,friend_pass,KR,,,,
2025-12-21T03:47:00+09:00,p200217,tR63PXGT1,log_habit,ios,referral,friend_pass,KR,,,,
2025-12-21T03:51:00+09:00,p200150,tAAEEZ5CP,app_open,ios,paid_social,youtube_shorts,KR,,,,
2025-12-21T03:58:00+09:00,p200150,tF8Z6A4QG,set_reminder,ios,paid_social,youtube_shorts,KR,,,,
2025-12-21T04:16:00+09:00,p200248,tS7PBXNLL,app_open,android,paid_social,youtube_shorts,KR,,,,
2025-12-21T04:20:00+09:00,p200248,tP96TNC4L,share_progress,android,paid_social,youtube_shorts,KR,,,,
2025-12-21T04:30:00+09:00,p200274,tNZ3JOH1A,app_open,ios,content,podcast,KR,,,,
2025-12-21T04:33:00+09:00,p200274,tX4580O93,log_habit,ios,content,podcast,KR,,,,
2025-12-21T04:36:00+09:00,p200274,tAFJPUER5,log_habit,ios,content,podcast,KR,,,,
2025-12-21T07:43:00+09:00,p200068,tZ3H7C3H9,app_open,ios,partnership,carrier_bundle,KR,,,,
2025-12-21T07:46:00+09:00,p200068,t8JCOAV6O,log_habit,ios,partnership,carrier_bundle,KR,,,,
2025-12-21T08:14:00+09:00,p200062,tVD40C8NO,app_open,ios,referral,friend_pass,KR,,,,
2025-12-21T08:16:00+09:00,p200062,tZGG7SCSV,share_progress,ios,referral,friend_pass,KR,,,,
2025-12-21T08:34:00+09:00,p200093,t1X4K0JNE,app_open,ios,referral,friend_pass,KR,,,,
2025-12-21T08:37:00+09:00,p200093,tHJSIB01N,view_stats,ios,referral,friend_pass,KR,,,,
2025-12-21T08:56:00+09:00,p200196,tO0WO8JPF,app_open,ios,organic,(none),KR,free,,,
2025-12-21T09:11:00+09:00,p200282,tTS6I038U,app_open,android,content,newsletter,KR,free,,,
2025-12-21T09:16:00+09:00,p200282,tTS6I038U,signup,android,content,newsletter,KR,free,,,
2025-12-21T13:02:00+09:00,p200246,tKUXD4RM2,app_open,ios,partnership,gym_promo,KR,,,,
